dtin,src,district,county,hwy,brm,bdp,erm,edp,lane,csj,pjdesc,workid,wrk,funcode,descr,layer,itm,lin,layerno,mthk,activity,letdate,compdate,qty,unt,cost,spec_yr,rehab
20160727,SM,4,179,SH0015,364,0.137,380,0.15,ML EW,035503028,OVERLAY EXISTING ROADWAY,,OV,,D-GR HMA TY-D SAC-B PG70-28 | PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,3268,200,1,2,,201303,20140202,,,3396251.65,2004,MR
20160727,SM,4,179,SH0015,364,0.677,380,0.15,ML EW,035503029,MILL AND LEVEL UP TO EXISITNG PAVEMENT,,OV,,"PLANE ASPH CONC PAV(0' TO 1')",Milling,354,435,2,1,,201303,20140202,,,178235.2,2004,PM
20160727,SM,4,179,SH0015,364,0.677,380,0.15,ML EW,035503029,MILL AND LEVEL UP TO EXISITNG PAVEMENT,,OV,,D-GR HMA TY-F SAC-B PG70-22,Dense-graded TY-F,3268,440,1,1,,201303,20140202,,,1203233.4,2004,PM
20160727,SM,4,118,SH0136,56,0.392,62,0.22,ML NS,035506034,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10XP) | ASPH (AC-10),Seal coat grade 4,316,135,1,,,201002,20101010,,,2153438,2004,
20160727,SM,4,118,SH0136,74,0.045,90,0,ML NS,037901041,OVERLAY,,OV,,D-GR HMA(QCQA) TY-F SAC-B PG64-22,Dense-graded TY-F,341,55,1,0.75,,200709,20080707,,,1716780,2004,
20160727,SM,4,118,SH0136,74,0.045,90,0,ML NS,037901041,OVERLAY,,OV,,"PLANE CONC PAV(0' TO 3/4')",Milling,354,60,2,0.75,,200709,20080707,,,23033.76,2004,
20160727,SM,4,33,SH0136,90,0,92,0,ML NS,037904002,OVERLAY,,OV,,D-GR HMA(QCQA) TY-F SAC-B PG64-22,Dense-graded TY-F,341,355,1,0.75,,200709,20080707,,,5084,2004,
20160727,SM,4,171,SH0136,92,0,94,0,ML NS,037905002,OVERLAY,,OV,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-F SAC-B PG64-22 | PLACEMENT BONUS/PENALTY,Dense-graded TY-F,341,535,1,0.75,,200709,20080707,,,16446,2004,
20160727,SM,4,59,FM2298,126,0.0,134,0,ML NS,046115007,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,2040,1,,,201010,20111111,,,72446.1,2004,
20160727,SM,4,191,PR0005,116,1.773,118,0.943,ML NS,053401016,EMBANKMENT & DRAINAGE,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY C3) | EMBANKMENT (FINAL) (DENS CONT) (TY C2) | EMBANKMENT (FINAL)(DENS CONT)(TY B) | EMBANKMENT (FINAL) (DENS CONT) (TY C1),Fill,132,80,1,,,201008,20110606,3008.51,CY,30,2004,
20160727,SM,4,211,FM0119,24,0.595,36,1.266,ML NS,072702018,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,2220,1,,,201010,20111111,,,265729.07,2004,
20160727,SM,4,197,FM0282,354,1.212,374,1.905,ML EW,079801024,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,2405,1,,,201010,20111111,,,298273.04,2004,
20160727,SM,4,99,FM0760,30,2.048,38,1.78,ML NS,110701016,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,2590,1,,,201010,20111111,,,164656.34,2004,
20160727,SM,4,59,FM1058,228,0,262,2.857,ML EW,124301024,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,2775,1,,,201010,20111111,,,773325.78,2004,
20160727,SM,4,171,FM1913,290,0.0,316,0.013,ML EW,124402018,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,2980,1,,,201010,20111111,,,333803.49,2004,
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY B),Fill,132,71,6,,,201210,20150404,,,278106.99,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,"FL BS(CMP IN PLC)(TY E, GR4)(5') | FL BS(CMP IN PLC)(TY E, GR4)(3')",Flexible base,247,100,3,5,,201210,20150404,437848,SY,2.1,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,"REWORK BS MTL(TY B)(9')(ORD COMP)",Flexible base,251,110,4,9,,201210,20150404,,,291817.35,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,"CEMENT TREAT (MX EXST MTL & NW BS)(9') | CEMENT",Cement treated base,275,115,5,9,,201210,20150404,,,636360.774,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,PRIME COAT (MC-30),Prime coat,310,120,7,,,201210,20150404,,,164848,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,125,8,,,201210,20150404,,,26120.25,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,ASPH (AC-10 OR CRS-1P) | AGGR(TY-B GR-5 SAC-B),Seal coat grade 5,316,130,2,,,201210,20150404,,,309132.6,2004,LR
20160727,SM,4,148,SH0023,30,0.427,40,1.928,ML NS,133702010,REHAB & WIDEN EXISTING RDWY,,RER,,D-GR HMA(SQ) TY-F SAC-B PG70-28,Dense-graded TY-F,3267,346,1,,,201210,20150404,,,750247.5,2004,LR
20160727,SM,4,211,FM1290,12,0,22,1.767,ML NS,133801011,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,3160,1,,,201010,20111111,,,154536.01,2004,
20160727,SM,4,191,FM1541,104,0.056,106,1.936,ML NS,148002028,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,3340,1,,,201010,20111111,,,183431.3,2004,
20160727,SM,4,99,FM1573,316,0,320,1.16,ML EW,148902010,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,3555,1,,,201010,20111111,,,116949.94,2004,
20160727,SM,4,179,FM0281,368,2.23,384,0.719,ML EW,188503011,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,3740,1,,,201010,20111111,,,255198.76,2004,
20160727,SM,4,99,FM2018,312,0.0,326,1.726,ML EW,188601012,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,3925,1,,,201010,20111111,,,234808.56,2004,
20160727,SM,4,191,FM1151,304,0.463,310,0,ML EW,200203021,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,4105,1,,,201010,20111111,,,76429.98,2004,
20160727,SM,4,6,FM1151,310,0,312,0.69,ML EW,200204012,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,4285,1,,,201010,20111111,,,38636.06,2004,
20160727,SM,4,197,FM0282,350,1.142,354,1.173,ML EW,249201013,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,4460,1,,,201010,20111111,,,43484.26,2004,
20160727,SM,4,91,FM0282,344,0.971,350,1.142,ML EW,249202014,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,4640,1,,,201010,20111111,,,164878.31,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,65,8,,,200710,20111010,,,52360,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY B),Fill,132,70,7,,,200710,20111010,,,29090.4,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR4)(12') | FL BS (CMP IN PLC)(TY A OR B GR 4)(6')",Flexible base,247,90,4,6,,200710,20111010,109512.62,SY,8.275,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,"RWRK BS MTL(TY C)(6')(ORD CMP)(ORG POS) | REWRK BS MTRL(TY B)(7')(DC)",Flexible base,251,100,5,7,,200710,20111010,,,110467.5,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,"LIME (QUICKLIME (DRY)) | LIME TRT (EXST MATL) (6')",Lime treated base,260,110,6,6,,200710,20111010,,,229126.2,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,PRIME COAT (MC-30),Prime coat,310,120,9,,,200710,20111010,,,57462.5,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,"AGGR (TY A OR B GR 3 SAC-B) | ASPH(AC-5 OR 10,CRS/HFRS-2,RS/CRS-1P)",Seal coat grade 3,316,125,2,,,200710,20111010,,,117437.22,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,D-GR HMA(QCQA) TY-D PG70-28 | PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,341,135,1,3,,200710,20111010,,,995433,2004,
20160727,SM,4,188,RM2381,98,1.747,100,2.087,ML NS,249401010,REHAB AND WIDEN EXISTING ROADWAY,,RER,,"PLANE ASPH CONC PAV (0' TO 1.25')",Milling,354,138,3,1.25,,200710,20111010,,,3500,1993,
20160727,SM,4,188,SL0335,314,1.359,320,0.214,ML,263501028,SEAL COAT,,SC,,ASPH (AC-10-2TR OR AC-10-XP) | AGGR(TY-PB GR-4S SAC-B),Seal coat grade 4,316,4825,1,,,201010,20111111,,,449871.07,2004,
