dtin,src,district,county,hwy,brm,bdp,erm,edp,lane,csj,pjdesc,workid,wrk,funcode,descr,layer,itm,lin,layerno,mthk,activity,letdate,compdate,qty,unt,cost,spec_yr,rehab
20160727,SM,4,59,US0060,270,0,276,0.532,ML EW,016805032,REHABILITATE EXISTING ROADWAY,,RER,,AGGR (TY A OR TY B GR3) | ASPH (AC-5) | ASPH (CRS-1P),Seal coat grade 3,316,120,3,,,200402,20060202,,,148397.99,1993,
20160727,SM,4,59,US0060,270,0,276,0.532,ML EW,016805032,REHABILITATE EXISTING ROADWAY,,RER,,HOT MIX (TY D)(SURF)(PG 70-28) | HOT MIX (TY B)(BASE)(PG 70-28),Dense-graded HMA,3146,370,1,,,200402,20060202,62427,TON,40,1993,
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,"REMOVING STAB BASE & ASPH PAV(15'-20')",Milling,105,55,2,20,,201111,20130303,,,9259.68,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,65,6,,,201111,20130303,,,6787.2,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY C),Fill,132,70,5,,,201111,20130303,,,4570.82,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR4)(12')",Flexible base Gr 4,247,100,4,12,,201111,20130303,,,29612.65,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,PRIME COAT (MC-30),Prime coat,310,105,7,,,201111,20130303,,,1976.25,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,110,8,,,201111,20130303,,,17249.95,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,"PLAN & TEXT ASPH CONC PAV(0' TO 2') | PLANE ASPH CONC PAV (3')",Milling,354,115,3,3,,201111,20130303,77905,SY,1.685,2004,MR
20160727,SM,4,59,US0060,278,0.924,292,0.085,ML E,016807041,REHAB EXISTING ROADWAY EB LANES,,RER,,D-GR HMA(QCQA) TY-C SAC-B PG64-22 | PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded HMA,3224,365,1,2,,201111,20130303,,,3476328.81,2004,MR
20160727,SM,4,59,US0060,278,0.993,292,0,ML W,016807042,REHAB EXISTING RDWY WB LANES,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY C),Fill,132,55,3,,,201301,20140707,,,15600,2004,LR
20160727,SM,4,59,US0060,278,0.993,292,0,ML W,016807042,REHAB EXISTING RDWY WB LANES,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,90,4,,,201301,20140707,,,15435,2004,LR
20160727,SM,4,59,US0060,278,0.993,292,0,ML W,016807042,REHAB EXISTING RDWY WB LANES,,RER,,"PLANE ASPH CONC PAV (2 1/4') | PLANE ASPH CONC PAV (3/4') | PLANE ASPH CONC PAV (0' TO 1 1/4')",Milling,354,95,2,0.75,,201301,20140707,213369,SY,1.933333333,2004,LR
20160727,SM,4,59,US0060,278,0.993,292,0,ML W,016807042,REHAB EXISTING RDWY WB LANES,,RER,,D-GR HMA(QCQA) TY-C SAC-B PG64-28 | PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded HMA,3224,295,1,2,,201301,20140707,,,2736222,2004,LR
20160727,SM,4,191,IH0027,110,1.408,117,0.129,ML NS,016809145,OVERLAY,,OV,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG76-28 | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,341,70,1,3,,200706,20071212,,,1972827.5,2004,
20160727,SM,4,191,IH0027,110,1.408,117,0.129,ML NS,016809145,OVERLAY,,OV,,"PLAN & TEXT ASPH CONC PAV(0' TO 3')",Milling,354,75,2,3,,200706,20071212,,,66368.5,2004,
20160727,SM,4,191,IH0027,120,0.49,123,0.263,ML NS,016809154,OVERLAY,,OV,,D-GR HMA(QCQA) TY-D SAC-B PG76-28,Dense-graded TY-D,341,55,1,2,,200905,20090909,,,945923.52,2004,
20160727,SM,4,191,IH0027,120,0.49,123,0.263,ML NS,016809154,OVERLAY,,OV,,"PLANE ASPH CONC PAV (2') | PLANE ASPH CONC PAV(0' TO 2')",Milling,354,60,2,2,,200905,20090909,130041,SY,1.735,2004,
20160727,SM,4,191,IH0027,117,0.059,119,0.78,ML NS,016809155,REHAB EXISTING RDWY,,OV,,D-GR HMA(QCQA) TY-C SAC-B PG64-28 | PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded TY-C,341,55,1,5,,200807,20091111,,,3753725.64,2004,
20160727,SM,4,191,IH0027,117,0.059,119,0.78,ML NS,016809155,REHAB EXISTING RDWY,,OV,,"PLANE ASPH CONC PAV(0' TO 2') | PLANE ASPH CONC PAV (0' TO 5') | PLANE ASPH CONC PAV (3') | PLANE ASPH CONC PAV (4')",Milling,354,60,2,5,,200807,20091111,177145,SY,1.9125,2004,
20160727,SM,4,188,IH0027,123,0.263,123,0.753,ML NS,016810066,OVERLAY,,OV,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG76-28 | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,341,335,1,2,,200905,20090909,,,190536.63,2004,
20160727,SM,4,188,IH0027,123,0.263,123,0.753,ML NS,016810066,OVERLAY,,OV,,"PLANE ASPH CONC PAV (2') | PLANE ASPH CONC PAV(0' TO 2')",Milling,354,340,2,2,,200905,20090909,25913,SY,1.735,2004,
20160727,SM,4,191,SH0217,292,1.129,292,0.0,ML EW,016811017,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,280,1,,,201010,20111111,,,44320.59,2004,
20160727,SM,4,107,US0060,412,0,420,0.473,ML EW,016909014,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,480,1,,,201010,20111111,,,217692.22,2004,
20160727,SM,4,91,FM0282,344,0.0,344,0.948,ML EW,016910019,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,675,1,,,201010,20111111,,,58130.8,2004,
20160727,SM,4,91,FM0750,344,0.171,346,0.206,ML EW,016910020,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,875,1,,,201010,20111111,,,68716.64,2004,
20160727,SM,4,91,FM0750,344,0.0,344,0.171,ML EW,016911007,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,1055,1,,,201010,20111111,,,8314.89,2004,
20160727,SM,4,148,US0060,446,0,454,3.318,ML EW,017002017,OVERLAY,,RER,,"PLANE ASPH CONC PAV(0' TO 3')",Milling,354,55,2,3,,201108,20120808,,,9520,2004,PM
20160727,SM,4,148,US0060,446,0,454,3.318,ML EW,017002017,OVERLAY,,RER,,D-GR HMA(QCQA) TY-F SAC-B PG70-28 | PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded HMA,3224,110,1,,,201108,20120808,,,3098113.228,2004,PM
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,60,8,,,201206,20150505,,,98211.2,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR 4)(6')",Flexible base Gr 4,247,80,5,6,,201206,20150505,,,494696.5,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,"REWORK BS MTL (TY D)(15')(DENS CONT)",Flexible base,251,85,6,15,,201206,20150505,,,99142,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,PRIME COAT (MC-30),Prime coat,310,90,9,,,201206,20150505,,,86233.4,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,EMULS ASPH (EROSN CONT)(SS-1H),Prime coat,314,93,10,,,201206,20150505,,,9752.4,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,FOG SEAL (CSS-1H),Fog seal,315,97,2,,,201206,20150505,,,13650,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,AGGR (TY-A OR B GR-3) | ASPHALT (AC-5 OR CRS-1P),Seal coat grade 3,316,100,3,,,201206,20150505,,,183878.905,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(4')",Flexible base,351,233,7,4,,201206,20150505,,,206075.5725,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,"PLANE ASPH CONC PAV (2 1/2') | PLANE ASPH CONC PAV (0'- 2 1/2')",Milling,354,110,4,2.5,,201206,20150505,357429,SY,5.075,2004,LR
20160727,SM,4,56,US0054,274,1.094,282,0.535,ML EW,023803052,REHAB EXIST RDWY & ADD PASSING LNS,,RER,,D-GR HMA(QCQA) TY-D PG70-28 | PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,3224,230,1,2.5,,201206,20150505,,,4305120.69,2004,LR
20160727,SM,4,211,US0054,300,0,306,0.127,ML EW,023805040,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,1235,1,,,201010,20111111,,,125026.19,2004,
20160727,SM,4,211,US0054,306,0.221,306,1.236,ML EW,023805041,MILL AND OVERLAY,,OV,,D-GR HMA(QCQA) TY-D PG70-28 | D-GR HMA(QCQA) TY-D PG64-22,Dense-graded HMA,341,425,1,3.5,,201102,20121111,5296,TON,59.105,2004,LR
20160727,SM,4,211,US0054,306,0.221,306,1.236,ML EW,023805041,MILL AND OVERLAY,,OV,,"PLANE ASPH CONC PAV (1.5') | PLANE ASPH CONC PAV (2'-3 1/2')",Milling,354,435,2,3.5,,201102,20121111,30732,SY,1.08,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,55,6,,,201102,20121111,,,25246.848,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR 4)(6')",Flexible base Gr 4,247,80,4,6,,201102,20121111,,,157814.8,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,"REWORK BS MTL (TY D)(12')(DENS CONT)",Flexible base,251,85,5,12,,201102,20121111,,,20697.6,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,PRIME COAT (MC-30),Prime coat,310,105,7,,,201102,20121111,,,36527.92,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,ASPH (CRS-2) | AGGR (TY-A OR B GR-3),Seal coat grade 3,316,111,2,,,201102,20121111,,,53947.14,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,D-GR HMA(QCQA) TY-D PG70-28 | PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D PG64-22 | PLACEMENT BONUS/PENALTY,Dense-graded HMA,341,120,1,2,,201102,20121111,,,1557955.3,2004,LR
20160727,SM,4,211,US0054,306,1.236,314,1.926,ML EW,023806025,REHAB EXISTING RDWY & PASSING LANES,,RER,,"PLANE ASPH CONC PAV (1.5')",Milling,354,130,3,1.5,,201102,20121111,,,130183.01,2004,LR
20160727,SM,4,188,IH0040,64,0.665,69,1.151,ML EW,027501150,REHAB EXISTING ROADWAY,,RER,,PRIME COAT (MC-30),Prime coat,310,85,4,,,200705,20090101,,,736,2004,
20160727,SM,4,188,IH0040,64,0.665,69,1.151,ML EW,027501150,REHAB EXISTING ROADWAY,,RER,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG76-28 | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,341,90,2,,,200705,20090101,,,2719260,2004,
20160727,SM,4,188,IH0040,64,0.665,69,1.151,ML EW,027501150,REHAB EXISTING ROADWAY,,RER,,"PLANE ASPH CONC PAV(0' TO 8') | PLANE ASPH CONC PAV (4') | PLANE ASPH CONC PAV(0' TO 2') | PLANE ASPH CONC PAV (2') | PLANE ASPH CONC PAV (1.5') | PLANE ASPH CONC PAV(0' TO 4')",Milling,354,95,3,8,,200705,20090101,33791,SY,2.325,2004,
20160727,SM,4,188,IH0040,64,0.665,69,1.151,ML EW,027501150,REHAB EXISTING ROADWAY,,RER,,"FULL-DEPTH REPAIR CRCP (12')",Concrete pavement,361,117,1,12,,200705,20090101,,,21600,2004,
20160727,SM,4,188,IH0040,64,0.671,70,0.712,ML EW,027501157,SEAL COAT (FRONTAGE ROADS),,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,1425,1,,,201010,20111111,,,426017.21,2004,
20160727,SM,4,33,IH0040,84,0.684,85,0.487,ML,027502066,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-20-5TR),Seal coat grade 4,316,1280,1,,,200711,20080909,,,16733.6,2004,
20160727,SM,4,33,IH0040,98,0.506,103,0.821,ML EW,027503060,CONCRETE UPGRADE (WBL),,RER,,"REWRK BS MTRL(TY C)(0' TO 5')(STKPL) | REWORK BS MTL (TY C)(8')(STKPL) | REWRK BS MTRL(TY C)(3.5')(STKPL)",Flexible base,251,75,4,8,,201007,20120101,252492,SY,2.38,2004,
20160727,SM,4,33,IH0040,98,0.506,103,0.821,ML EW,027503060,CONCRETE UPGRADE (WBL),,RER,,PRIME COAT (MC-30),Prime coat,310,90,5,,,201007,20120101,,,116301.55,2004,
20160727,SM,4,33,IH0040,98,0.506,103,0.821,ML EW,027503060,CONCRETE UPGRADE (WBL),,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,95,6,,,201007,20120101,,,19500,2004,
20160727,SM,4,33,IH0040,98,0.506,103,0.821,ML EW,027503060,CONCRETE UPGRADE (WBL),,RER,,D-GR HMA(QCQA) TY-C SAC-B PG64-22,Dense-graded TY-C,341,100,2,2,,201007,20120101,,,658227.35,2004,
20160727,SM,4,33,IH0040,98,0.506,103,0.821,ML EW,027503060,CONCRETE UPGRADE (WBL),,RER,,"PLANE ASPH CONC PAV (3'-3 1/2')",Milling,354,105,3,3.5,,201007,20120101,,,149761.2,2004,
20160727,SM,4,33,IH0040,98,0.506,103,0.821,ML EW,027503060,CONCRETE UPGRADE (WBL),,RER,,"CONC PVMT (CONT REINF-CRCP)(13')",Concrete pavement,360,110,1,13,,201007,20120101,,,4149635,2004,
20160727,SM,4,33,IH0040,93,0.587,98,0.467,ML E,027503062,REHAB EXISTING ROADWAY,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,75,3,,,201402,20150101,,,6708.75,2004,LR
20160727,SM,4,33,IH0040,93,0.587,98,0.467,ML E,027503062,REHAB EXISTING ROADWAY,,RER,,"PLAN ASPH CONC PAV (2' - 2 3/4') | PLANE ASPH CONC PAV(0' TO 3')",Milling,354,80,4,3,,201402,20150101,72402,SY,2.025,2004,LR
20160727,SM,4,33,IH0040,93,0.587,98,0.467,ML E,027503062,REHAB EXISTING ROADWAY,,RER,,"FULL-DEPTH REPAIR CRCP (8')",Concrete pavement,361,90,5,8,,201402,20150101,,,355005,2004,LR
20160727,SM,4,33,IH0040,93,0.587,98,0.467,ML E,027503062,REHAB EXISTING ROADWAY,,RER,,D-GR HMA TY-D SAC-B PG64-22 | PRODUCTION BONUS/PENALTY | D-GR HMA TY-C SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded HMA,3268,220,2,2,,201402,20150101,,,1056762.3,2004,LR
20160727,SM,4,33,IH0040,93,0.587,98,0.467,ML E,027503062,REHAB EXISTING ROADWAY,,RER,,PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY | STONE-MTRX-ASPH SMA-C SAC-A PG76-28,Stone matrix asphalt SMA-C,3271,230,1,3,,201402,20150101,,,1763134.8,2004,LR
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,500,7,,,201007,20120101,,,43520,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,"FL BS (CMP IN PLC)(TY A OR B GR4)(12')",Flexible base Gr 4,247,525,4,12,,201007,20120101,,,48457.2,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,"REWRK BS MTRL(TY C)(3.5')(STKPL) | REWORK BS MTL (TY C)(12')(ORD COMP) | REWORK BS MTL (TY C)(8')(STKPL) | REWORK BS MTL(TY B)(12'-18')(DENS CONT)",Flexible base,251,73,5,8,,201007,20120101,417050,SY,3.3925,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,"LIME (QUICKLIME (DRY)) | LIME TRT (EXST MATL)(10')",Lime treated base,260,87,6,10,,201007,20120101,,,466605.15,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,PRIME COAT (MC-30),Prime coat,310,555,8,,,201007,20120101,,,142429.55,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,560,9,,,201007,20120101,,,22762.5,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,D-GR HMA(QCQA) TY-C SAC-B PG64-22 | PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded TY-C,341,565,2,2,,201007,20120101,,,871803.07,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,"PLANE ASPH CONC PAV (2') | PLANE ASPH CONC PAV (3'-3 1/2')",Milling,354,570,3,3.5,,201007,20120101,146917,SY,4.6,2004,
20160727,SM,4,33,IH0040,103,0.821,114,0.186,ML EW,027504046,CONCRETE UPGRADE (WBL),,RER,,"CONC PVMT (CONT REINF-CRCP)(13')",Concrete pavement,360,580,1,13,,201007,20120101,,,5081685,2004,
20160727,SM,4,33,IH0040,109,0.873,114,0.182,ML EW,027504048,REHAB EXISTING ROADWAY-ACP OVERLAY,,OV,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,65,2,,,201203,20131010,,,19676.25,2004,PM
20160727,SM,4,33,IH0040,109,0.873,114,0.182,ML EW,027504048,REHAB EXISTING ROADWAY-ACP OVERLAY,,OV,,"PLANE ASPH CONC PAV(0' TO 2')",Milling,354,70,3,2,,201203,20131010,,,22528,2004,PM
20160727,SM,4,33,IH0040,109,0.873,114,0.182,ML EW,027504048,REHAB EXISTING ROADWAY-ACP OVERLAY,,OV,,"FULL-DEPTH REPAIR CRCP (9') | FULL-DTH REP (BR APPROACH SLAB)(9'-13')",Concrete pavement,361,75,4,9,,201203,20131010,5395,SY,202.5,2004,PM
20160727,SM,4,33,IH0040,109,0.873,114,0.182,ML EW,027504048,REHAB EXISTING ROADWAY-ACP OVERLAY,,OV,,D-GR HMA(QCQA) TY-C SAC-B PG70-28,Dense-graded TY-C,3224,310,1,2,,201203,20131010,,,1736160.4,2004,PM
20160727,SM,4,91,IH0040,114,0.182,115,0.434,ML EW,027505042,REHAB EXISTING ROADWAY-ACP OVERLAY,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,490,2,,,201203,20131010,,,9895.1,2004,PM
20160727,SM,4,91,IH0040,114,0.182,115,0.434,ML EW,027505042,REHAB EXISTING ROADWAY-ACP OVERLAY,,RER,,"PLANE ASPH CONC PAV(0' TO 2')",Milling,354,495,3,2,,201203,20131010,,,7112,2004,PM
20160727,SM,4,91,IH0040,114,0.182,115,0.434,ML EW,027505042,REHAB EXISTING ROADWAY-ACP OVERLAY,,RER,,"FULL-DEPTH REPAIR CRCP (9') | FULL-DTH REP (BR APPROACH SLAB)(9'-13')",Concrete pavement,361,500,4,9,,201203,20131010,1601,SY,202.5,2004,PM
20160727,SM,4,91,IH0040,114,0.182,115,0.434,ML EW,027505042,REHAB EXISTING ROADWAY-ACP OVERLAY,,RER,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-C SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded TY-C,3224,675,1,2,,201203,20131010,,,621107.5,2004,PM
20160727,SM,4,179,FM0759,340,0,354,2.042,ML EW,030805011,SEAL COAT,,SC,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-10),Seal coat grade 4,316,1640,1,,,201010,20111111,,,231561.64,2004,
20160727,SM,4,91,SH0070,84,0.747,106,2.037,ML NS,030901039,SEAL COAT,,SC,,AGGR(TY-PB GR-4 SAC-B) | ASPH (AC-10-2TR OR AC-15P),Seal coat grade 4,316,1820,1,,,201010,20111111,,,567599.75,2004,
20160727,SM,4,148,SH0015,392,0.426,398,0.919,ML EW,035501045,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,"REWORK BS MATL (TYB)(3')(DENS CONT)",Flexible base,251,60,4,3,,201008,20110808,,,173770.2,2004,
20160727,SM,4,148,SH0015,392,0.426,398,0.919,ML EW,035501045,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,PRIME COAT (MC-30),Prime coat,310,75,5,,,201008,20110808,,,55241.84,2004,
20160727,SM,4,148,SH0015,392,0.426,398,0.919,ML EW,035501045,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,ASPH (CRS-2) | ASPH (AC-5) | AGGR(TY-B GR-5 SAC-B) | AGGR(TY-PB GR-3 SAC-B) | ASPH (AC-10),Seal coat 2 CR,316,80,2,,,201008,20110808,,,364867.79,2004,
20160727,SM,4,148,SH0015,392,0.426,398,0.919,ML EW,035501045,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,D-GR HMA(QCQA) TY-F PG70-28,Dense-graded TY-F,341,100,1,2,,201008,20110808,,,17780,2004,
20160727,SM,4,148,SH0015,392,0.426,398,0.919,ML EW,035501045,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,"PLANE ASPH CONC PAV (0' TO 3/4')",Milling,354,105,3,0.75,,201008,20110808,,,624,2004,
20160727,SM,4,148,SH0015,380,0,386,0.291,ML EW,035502027,REHAB EXISTING ROADWAY,,RER,,"REWORK BS MATL (TYB)(3')(DENS CONT)",Flexible base,251,60,4,3,,201007,20120707,,,200296,2004,MR
20160727,SM,4,148,SH0015,380,0,386,0.291,ML EW,035502027,REHAB EXISTING ROADWAY,,RER,,PRIME COAT (MC-30),Prime coat,310,75,5,,,201007,20120707,,,16576,2004,MR
20160727,SM,4,148,SH0015,380,0,386,0.291,ML EW,035502027,REHAB EXISTING ROADWAY,,RER,,FOG SEAL (CSS-1H),Fog seal,315,77,2,,,201007,20120707,,,16537.5,2004,MR
20160727,SM,4,148,SH0015,380,0,386,0.291,ML EW,035502027,REHAB EXISTING ROADWAY,,RER,,ASPH (CRS-2) | ASPH (CMS-1P) | ASPH (AC-5) | AGGR(TY-B GR-5 SAC-B) | AGGR(TY-B GR-3 SAC-B),Seal coat 2 CR,316,80,3,,,201007,20120707,,,335248.52,2004,MR
20160727,SM,4,148,SH0015,380,0,386,0.291,ML EW,035502027,REHAB EXISTING ROADWAY,,RER,,D-GR HMA(QCQA) TY-F PG64-22 | PRODUCTION BONUS/PENALTY,Dense-graded TY-F,341,100,1,2,,201007,20120707,,,661503.66,2004,MR
20160727,SM,4,148,SH0015,386,0.291,392,0.426,ML EW,035502029,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,"REWORK BS MATL (TYB)(3')(DENS CONT)",Flexible base,251,320,4,3,,201008,20110808,,,188440.1,2004,
20160727,SM,4,148,SH0015,386,0.291,392,0.426,ML EW,035502029,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,PRIME COAT (MC-30),Prime coat,310,335,5,,,201008,20110808,,,59904.72,2004,
20160727,SM,4,148,SH0015,386,0.291,392,0.426,ML EW,035502029,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,ASPH (CRS-2) | ASPH (AC-5) | AGGR(TY-B GR-5 SAC-B) | AGGR(TY-PB GR-3 SAC-B) | ASPH (AC-10),Seal coat 2 CR,316,340,2,,,201008,20110808,,,394273.78,2004,
20160727,SM,4,148,SH0015,386,0.291,392,0.426,ML EW,035502029,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-F PG70-28,Dense-graded TY-F,341,360,1,2,,201008,20110808,,,78158.15,2004,
20160727,SM,4,148,SH0015,386,0.291,392,0.426,ML EW,035502029,REHAB AND 2 COURSE SURFACE TREATMENT,,RER,,"PLANE ASPH CONC PAV (0' TO 3/4')",Milling,354,365,3,0.75,,201008,20110808,,,2679,2004,
20160727,SM,4,179,SH0015,364,0.137,380,0.15,ML EW,035503028,OVERLAY EXISTING ROADWAY,,OV,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,75,3,,,201303,20140202,,,19507.62,2004,MR
20160727,SM,4,179,SH0015,364,0.137,380,0.15,ML EW,035503028,OVERLAY EXISTING ROADWAY,,OV,,"PLANE ASPH CONC PAV (1.5') | PLANE ASPH CONC PAV (0' TO 1 1/2')",Milling,354,80,2,1.5,,201303,20140202,9019,SY,1.68,2004,MR
